Review_ID,Review_Text
825,The service was incredibly slow and rude.
826,The delivery driver dropped the package in the rain.
827,Clean tables and excellent hygiene.
828,The delivery driver dropped the package in the rain.
829,The delivery driver dropped the package in the rain.
830,The service was incredibly slow and rude.
831,"Average experience, nothing special."
832,The delivery driver dropped the package in the rain.
833,"Average experience, nothing special."
834,Billing issue was resolved quickly by support.
835,Beautiful ambience and friendly staff.
836,The app crashed when trying to checkout.
837,Clean tables and excellent hygiene.
838,Billing issue was resolved quickly by support.
839,The service was incredibly slow and rude.
840,The food arrived cold and unappetizing.
841,Clean tables and excellent hygiene.
842,Beautiful ambience and friendly staff.
843,The app crashed when trying to checkout.
844,Clean tables and excellent hygiene.
845,The food was absolutely delicious and service was fast.
846,"Average experience, nothing special."
847,"Average experience, nothing special."
848,Clean tables and excellent hygiene.
849,Clean tables and excellent hygiene.
850,Clean tables and excellent hygiene.
851,The food was absolutely delicious and service was fast.
852,Too expensive for the small portion size.
853,The service was incredibly slow and rude.
854,Beautiful ambience and friendly staff.
855,The service was incredibly slow and rude.
856,The food arrived cold and unappetizing.
857,The service was incredibly slow and rude.
858,Beautiful ambience and friendly staff.
859,The service was incredibly slow and rude.
860,The food was absolutely delicious and service was fast.
861,The food arrived cold and unappetizing.
862,Billing issue was resolved quickly by support.
863,The delivery driver dropped the package in the rain.
864,The delivery driver dropped the package in the rain.
865,Too expensive for the small portion size.
866,The service was incredibly slow and rude.
867,Too expensive for the small portion size.
868,The app crashed when trying to checkout.
869,The food was absolutely delicious and service was fast.
870,Beautiful ambience and friendly staff.
871,The service was incredibly slow and rude.
872,Billing issue was resolved quickly by support.
873,The service was incredibly slow and rude.
874,Billing issue was resolved quickly by support.
875,"Average experience, nothing special."
876,The delivery driver dropped the package in the rain.
877,The service was incredibly slow and rude.
878,Too expensive for the small portion size.
879,The food arrived cold and unappetizing.
880,Too expensive for the small portion size.
881,The food arrived cold and unappetizing.
882,Billing issue was resolved quickly by support.
883,Beautiful ambience and friendly staff.
884,The delivery driver dropped the package in the rain.
885,"Average experience, nothing special."
886,The service was incredibly slow and rude.
887,Billing issue was resolved quickly by support.
888,The service was incredibly slow and rude.
889,The food was absolutely delicious and service was fast.
890,Clean tables and excellent hygiene.
891,Beautiful ambience and friendly staff.
892,The delivery driver dropped the package in the rain.
893,The food arrived cold and unappetizing.
894,Beautiful ambience and friendly staff.
895,Billing issue was resolved quickly by support.
896,The delivery driver dropped the package in the rain.
897,"Average experience, nothing special."
898,The food was absolutely delicious and service was fast.
899,The service was incredibly slow and rude.
900,Clean tables and excellent hygiene.
901,The food arrived cold and unappetizing.
902,Billing issue was resolved quickly by support.
903,Clean tables and excellent hygiene.
904,Too expensive for the small portion size.
905,The app crashed when trying to checkout.
906,The delivery driver dropped the package in the rain.
907,The food was absolutely delicious and service was fast.
908,The service was incredibly slow and rude.
909,The food arrived cold and unappetizing.
910,The service was incredibly slow and rude.
911,Billing issue was resolved quickly by support.
912,The food was absolutely delicious and service was fast.
913,The food was absolutely delicious and service was fast.
914,The food was absolutely delicious and service was fast.
915,Billing issue was resolved quickly by support.
916,The food arrived cold and unappetizing.
917,The food was absolutely delicious and service was fast.
918,The service was incredibly slow and rude.
919,The food arrived cold and unappetizing.
920,Too expensive for the small portion size.
921,Beautiful ambience and friendly staff.
922,The delivery driver dropped the package in the rain.
923,The food was absolutely delicious and service was fast.
924,Clean tables and excellent hygiene.
925,The delivery driver dropped the package in the rain.
926,The food was absolutely delicious and service was fast.
927,Beautiful ambience and friendly staff.
928,"Average experience, nothing special."
929,Beautiful ambience and friendly staff.
930,Billing issue was resolved quickly by support.
931,Clean tables and excellent hygiene.
932,Too expensive for the small portion size.
933,The food arrived cold and unappetizing.
934,The food arrived cold and unappetizing.
935,Clean tables and excellent hygiene.
936,Clean tables and excellent hygiene.
937,The food was absolutely delicious and service was fast.
938,Clean tables and excellent hygiene.
939,The service was incredibly slow and rude.
940,Billing issue was resolved quickly by support.
941,The food arrived cold and unappetizing.
942,The food was absolutely delicious and service was fast.
943,The food was absolutely delicious and service was fast.
944,Beautiful ambience and friendly staff.
945,"Average experience, nothing special."
946,"Average experience, nothing special."
947,The food was absolutely delicious and service was fast.
948,The food arrived cold and unappetizing.
949,The food arrived cold and unappetizing.
950,The delivery driver dropped the package in the rain.
951,The app crashed when trying to checkout.
952,The service was incredibly slow and rude.
953,Too expensive for the small portion size.
954,Billing issue was resolved quickly by support.
955,The food was absolutely delicious and service was fast.
956,"Average experience, nothing special."
957,The service was incredibly slow and rude.
958,The food arrived cold and unappetizing.
959,"Average experience, nothing special."
960,The food was absolutely delicious and service was fast.
961,Too expensive for the small portion size.
962,The delivery driver dropped the package in the rain.
963,The service was incredibly slow and rude.
964,Billing issue was resolved quickly by support.
965,The food was absolutely delicious and service was fast.
966,The app crashed when trying to checkout.
967,The food was absolutely delicious and service was fast.
968,The app crashed when trying to checkout.
969,"Average experience, nothing special."
970,The food was absolutely delicious and service was fast.
971,Clean tables and excellent hygiene.
972,Billing issue was resolved quickly by support.
973,The app crashed when trying to checkout.
974,The delivery driver dropped the package in the rain.
975,"Average experience, nothing special."
976,The app crashed when trying to checkout.
977,Beautiful ambience and friendly staff.
978,Too expensive for the small portion size.
979,The delivery driver dropped the package in the rain.
980,Too expensive for the small portion size.
981,The food arrived cold and unappetizing.
982,Too expensive for the small portion size.
983,The food was absolutely delicious and service was fast.
984,"Average experience, nothing special."
985,Too expensive for the small portion size.
986,The food arrived cold and unappetizing.
987,Billing issue was resolved quickly by support.
988,The service was incredibly slow and rude.
989,The app crashed when trying to checkout.
990,Beautiful ambience and friendly staff.
991,Too expensive for the small portion size.
992,The food was absolutely delicious and service was fast.
993,Billing issue was resolved quickly by support.
994,Clean tables and excellent hygiene.
995,The service was incredibly slow and rude.
996,Clean tables and excellent hygiene.
997,Clean tables and excellent hygiene.
998,The app crashed when trying to checkout.
999,The service was incredibly slow and rude.
1000,Clean tables and excellent hygiene.
